id,title,release_date,overview,tagline,runtime,genres,origin_country,rating,revenue,budget,popularity,vote_average,vote_count
211672,Minions,2015-06-17,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.","Meet Stuart, Kevin & Bob.",91,"Family, Animation, Adventure, Comedy","US, US",6.4,1159457503,74000000,5.4677,6.4,10812
87101,Terminator Genisys,2015-06-23,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",Reset the future,126,"Science Fiction, Action, Thriller, Adventure","US, US",5.943,440603537,155000000,12.9375,5.943,8656
286565,Paper Towns,2015-06-18,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life dressed like a ninja and summoning him for an ingenious campaign of revenge, he follows. After their all-nighter ends and a new day breaks, Quentin arrives at school to discover that Margo, always an enigma, has now become a mystery. But Quentin soon learns that there are clues, and they're for him. Urged down a disconnected path, the closer Quentin gets, the less he sees of the girl he thought he knew.",Get Lost. Get Found.,109,"Mystery, Drama, Romance","US, US",6.155,85500000,12000000,3.4444,6.155,5099
315465,The Boy and the Beast,2015-07-11,"Kyuta, a boy living in Shibuya, and Kumatetsu, a lonesome beast from Jutengai, an imaginary world. One day, Kyuta forays into the imaginary world and, as he's looking for his way back, meets Kumatetsu who becomes his spirit guide. That encounter leads them to many adventures.","In a world of beasts, he found a family.",119,"Action, Adventure, Animation, Drama, Family, Fantasy","JP, JP, JP, JP, JP, JP, JP, JP, JP, JP, JP, JP, JP, JP",7.938,49714378,0,2.7288,7.938,1533
214756,Ted 2,2015-06-25,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",Thunder buddies for life.,115,"Comedy, Fantasy","US, US, US, US, US",6.3,215863606,68000000,12.1225,6.3,7714
281743,Tiny Times 4,2015-07-09,"In the film series finale, Lily finds herself near financial ruin because of the debts left behind by her father, all while battling a newly diagnosed cancer. Too proud to seek solace from anyone around her, Lily sets off a chain of self-destructive events that lead to her estrangement from best friends Lin Xiao, Nan Xiang, and Ruby.",,116,"Drama, Romance",", CN, ",3.3,82320000,0,1.8385,3.3,29
135397,Jurassic World,2015-06-06,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",The park has opened.,124,"Action, Adventure, Science Fiction, Thriller","US, US, US",6.699,1671537444,150000000,16.4599,6.699,20971
150540,Inside Out,2015-06-17,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.",Meet the little voices inside your head.,95,"Animation, Family, Adventure, Drama, Comedy","US, US",7.91,857611174,175000000,16.7201,7.91,22765
271718,Trainwreck,2015-07-17,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",We all know one.,125,"Comedy, Romance","US, US",5.799,140795793,35000000,4.0853,5.799,2639
345235,Monk Comes Down the Mountain,2015-07-03,"A monk leaves his monastery and ventures out into the real world for the first time in his life, and ends up in an adventure with a kung-fu master who is guarding a special artifact.","Ruthless defines a champion, principal creates a hero.",113,Action,US,5.09,64455686,0,2.6759,5.09,100
102899,Ant-Man,2015-07-14,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",Heroes don't get any bigger.,117,"Science Fiction, Action, Adventure",US,7.1,519311965,130000000,12.9604,7.1,20293
280092,Insidious: Chapter 3,2015-05-28,"A twisted new tale of terror begins for a teenage girl and her family, and revealing more mysteries of the otherworldly realm, 'The Further'.",This is how you die.,97,"Horror, Thriller","US, CA",6.285,120453155,10000000,5.2179,6.285,3469
264999,Magic Mike XXL,2015-07-01,"Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",Back to the grind.,115,"Comedy, Drama","US, US",6.166,117800000,14800000,2.0196,6.166,1810
348892,Bajrangi Bhaijaan,2015-07-17,A young mute girl from Pakistan loses herself in India with no way to head back. A devoted man with a magnanimous spirit undertakes the task to get her back to her motherland and unite her with her family.,,159,"Comedy, Drama, Action","IN, IN, IN",7.788,150000000,13000000,4.8,7.788,505
291549,Assassination,2015-07-22,"In Japanese-occupied Korea, three freedom fighters are assigned a mission to assassinate a genocidal military leader and his top collaborator. But the plan goes completely awry amidst double-crossings, counter-assassinations, and a shocking revelation about one of the assassins' past.",The country falls. The operation begins.,140,"Action, Thriller, Drama","KR, KR",7.313,96119773,0,2.6665,7.313,254
254128,San Andreas,2015-05-27,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",We always knew this day would come.,114,"Action, Drama, Thriller","US, US, US, US",6.2,473990832,110000000,8.7835,6.2,8754
257344,Pixels,2015-07-16,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,Play for the planet.,106,"Action, Comedy, Science Fiction, Fantasy","US, US, US, US, CN, FR, IN",5.757,244900000,88000000,11.4448,5.757,7784
334298,Monster Hunt,2015-07-16,Young monster kids try to make peace between the world of humans and the world of the monsters.,,118,"Comedy, Fantasy, Adventure","HK, CN, CN, HK",6.432,387053506,0,2.3017,6.432,344
256040,Bāhubali: The Beginning,2015-07-10,"The young Shivudu is left as a foundling in a small village by his mother. By the time he’s grown up, it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her, discovering his own origins in the process.",,159,"Action, Adventure, Fantasy, Drama",IN,7.539,90747520,25130430,5.1255,7.539,856
351694,Monkey King: Hero Is Back,2015-07-10,"The all-powerful Monkey King once roamed freely between Heaven and Earth, but after angering the Gods, he was imprisoned within an ice cage deep within the mountains. 500 years later, monsters attack a small village and a child flees to the mountains. Unknowingly, the child releases the Monkey King from his curse. With the help and encouragement from this special child, Monkey King saves the village from the evil monsters.",,89,"Fantasy, Animation, Comedy",", CN, CN, , , CN, CN, CN",6.9,153000000,10000000,3.0544,6.9,276
997238,Light and Shade,2015-03-21,"In the desolate towns of former Eastern Germany, the life of the people seems to have fossilized. The dissolution of the German Democratic Republic brought their world to a standstill. Three men unite in a community of suffering, with their lives destroyed by reunification. Although from different backgrounds, they join in drowning their sorrows in alcohol. There's no going forward and no going back. A reflection on past, present and future.",,45,Documentary,,0.0,0,0,0.1002,0.0,0
1170572,Lego Movie Theater,2015-03-21,A Lego Movie about a Lego guy watching a Lego Movie... interesting.,,4,"Family, Comedy",,0.0,0,0,0.0214,0.0,0
1245492,One Day,2015-03-21,Marcelo lives a cloudy day in Rio.,,20,Documentary,BR,0.0,0,0,0.0071,0.0,0
997225,This Place We Call Our Home,2015-03-21,"In this film war is an atmosphere, rather than a series of journalistic facts. Through music we visit all layers of society. In the form of a poem we show how it feels when your country is in an unwinnable conflict. Dusk sets the scene for a war that came unexpectedly. The soldier smokes his last cigarette in the window before taking the elevator to certain death. A mother prays for the sons of Ukraine. A babushka at Maidan sings: “If he meets death – may it be instant”.",,30,Documentary,,0.0,0,0,0.1004,0.0,0
332328,Milad - My planet...,2015-03-22,"​Jelani secretly married a woman from a different tribe. They fled their country in order to avoid being killed. On foot – and every other way they could – they arrived at a river, months later. Some people die crossing it; others swim across it and enter Europe. But, once they set foot in the first European country, Greece, they found themselves and their children homeless and socially excluded, without being able to move on or go back. Their only solution is to enter Germany illegally, the smugglers say. But they have no money to pay for the whole family to travel. Jelani is faced with the dilemma: If one of the children leaves unaccompanied and arrives safe and sound in Germany, he or she can help the family obtain visas to enter that country. His children will learn in a violent way either how one finds their own planet or how one creates it from scratch; and whether Germany is really the solution or just a new nightmare.",,64,"Documentary, Drama",,4.0,0,0,0.0239,4.0,1
1322812,Richard III: The Return of the King,2015-03-21,"This programme captures the climax of the procession taking Richard III’s remains to Leicester Cathedral, and asks leading historians and other experts what his place in British history should now be.",,155,"Documentary, History",,0.0,0,0,0.0071,0.0,0
997302,Double Date,2015-03-21,,,81,"Romance, TV Movie",,0.0,0,0,2.4477,0.0,0
997283,Mount Lawrence,2015-03-21,"Chandler Wild, A New York based filmmaker, travels 6,700 miles to the end of the road in Alaska to honor his deceased father by naming a mountain after him.","One Man's 6,500 mile bicycle journey to name a mountain after his father.",98,Documentary,,0.0,0,150000,0.4713,0.0,0
1369561,Jack's Grandfather,2015-03-21,,,90,"Drama, TV Movie",,0.0,0,0,0.0306,0.0,0
918224,Dear Friends,2015-03-21,"Six teenage friends ramble through a cemetery, filming each other among horseplay and crossed relationships. Talking about death and dreams, smoking marihuana, avoiding all kinds of issues.","A group of teenage friends spend a fun afternoon at a cemetery, or so it seems.",19,"Comedy, Drama",,0.0,0,0,0.1011,0.0,0
973494,The Course of Life,2015-03-21,"The story of young Wang Yunwen and young Fan Ao. A boy with a broken family and a boy who is seriously ill and has to go abroad, but a thread is drawn between the two.",,24,,,0.0,0,0,0.0071,0.0,0
991036,Franklin and Beyond,2015-03-21,"The first short film about Franklin and his best friend and neighbour, Mr. Computer.",,3,"Animation, Comedy",,0.0,0,0,0.1735,0.0,0
1209688,Gundam Reconguista in G: FROM THE PAST TO THE FUTURE,2015-03-21,"After Bellri recognized his sister, Aida, they went to Towasanga to recapture the G-Self. However, they were attacked by the Capital Army and one of its members, Mask, with his newest mobile suit, CAMS-RX0 Gundam G-Phenex. As Bellri and G-Self come to stop G-Phenex's attack against G-Arcane, G-Phenex's unusual Newtype power is released.",,0,Animation,,0.0,0,0,0.4371,0.0,0
995659,Penguin,2015-03-21,"Ira and Manya are friends who share an apartment in Kyiv. Ira is an activist, an organizer of the children's fund and a palliative patient. Manya is her best friend and also a volunteer - the girls work and live together.",,51,Documentary,,0.0,0,0,0.0071,0.0,0
1211755,On the Margins,2015-03-21,"""Margina"" reflects upon life in the Roma community, giving very intimate insights into the life of a Roma family in Macedonia, who exists ""at the edge"" of European society. Without overt pathos, the film shows everyday family-life, marked by social marginalization and economic hardship, but also the usual domestic problems",,82,"Documentary, Family",DE,7.0,0,0,0.0214,7.0,1
1523344,Brown Town Muddy Water,2015-03-21,"Brown Town Muddy Water honours the ancient relationship between Indigenous people and the meeting place known as The Forks. This television special chronicles musicians who shaped Winnipeg's main street in the 1960's like the late Percy Tuesday, Errol Ranville and Billy Joe Green. For the emerging urban Aboriginal community, echoes of home sounded through music, dance, story and gatherings. Peoples lived experiences of emergence, segregation, racism, camaraderie and resistance are as resilient as the downtown streets of Winnipeg. The professional musicians that grew up on this notorious strip paved the road to success for forthcoming generations of Indigenous artists. Join us as local music and memory reverberate throughout the decades!","Brown Town Muddy Water is a documentary about the Indigenous Musicians that lived, died, prospered and survived Winnipeg's notorious main street strip during the 1960's.",52,"Music, Documentary",,0.0,0,0,0.045,0.0,0
332621,The Abstract Heart,2015-03-22,A lonely guy falls for a girl from the wrong side of the tracks. When she finds herself in trouble with some very bad people he goes to extreme measures to keep her safe.,,0,,,5.0,0,0,0.0,5.0,1
332041,Mr. Happy,2015-03-22,A depressed man struggles to kill himself... until he finds Mr. Happy.,"On a scale from 1-10, How sad are you?",24,Drama,US,8.2,0,0,0.3589,8.2,5
1355877,The Toll,2015-03-21,A toll booth attendant's life is thrown into turmoil when a car crashes into his toll plaza.,,8,,,0.0,0,0,0.077,0.0,0
331739,Let's Have Some Church Detroit Style,2015-03-22,"This moving documentary about Detroit-based choir The Hallelujah Singers, and the group's charismatic founder and director Dr. E. LaQuint Weaver, was a 4-year labor of love for director Andrew Sacks. Filled with glorious gospel music, the film takes a look at the hopes, dreams and realities of the 25 men and women who sing in the choir, and also focuses on Weaver's return trip to his boyhood home of Birmingham, Ala., as his group competes in a music awards event. The feature -length work is beautifully shot and skillfully edited, as Sacks and associate producer Patrick Murphy have utilized their many years of experience in video production and photojournalism to create a deeply felt look at the ensemble. Narrated by former WDET music host Rev. Robert Jones, Sr., ""Let's Have Some Church"" shows how faith, determination and a love of gospel music can give spiritual sustenance to a community.",,0,,,0.0,0,0,0.0071,0.0,0
351186,Heatwave,2015-08-12,"In a small village of the South of France, life is made difficult by a sweltering heat wave and its corollary, a worrisome lack of water. Everyone is under great pressure, especially the farmers whose fields are not irrigated. Which is the reason why the residents are less and less well-disposed toward one of them, Joseph, a young man whose never-ending antics are becoming, in such fraught context, something of an intolerable inconvenience. The mayor tries desperately to calm things down but nothing helps...",,102,Crime,"FR, FR, FR, FR",6.278,0,0,0.8622,6.278,18
330362,Early Winter,2015-08-12,"The life of a security guard in a retirement home spirals out of control when he catches his wife with a lover, pushing him to the brink of insanity.",,96,Drama,", ",5.6,0,2500000,3.0496,5.6,8
1247467,"Through A Glass, Darkly",2015-08-11,"While on vacation at the beach with her older sister, Julia, a curious teen, sells her soul to the devil for the magic of the boardwalk.",,0,,,0.0,0,0,0.0168,0.0,0
1499365,Aliénor d'Aquitaine : une rebelle au Moyen-Âge,2015-08-11,"In this episode of Secrets d’Histoire, Stéphane Bern explores the life of a great queen of the Middle Ages: Eleanor of Aquitaine. A passionate and loving woman, ahead of her time. She goes on a crusade, she gets divorced... It is also thanks to her that the legend of King Arthur will be born.",,104,Documentary,"FR, ",0.0,0,0,0.625,0.0,0
354430,"Two Rémi, Two",2015-08-12,"Thirty years old, a nothing job, a timid love affair: Rémi is a little at sea in his life. Until the day when he must share it with his double, another him, invasive and not so nice. Which one will be the true Rémi?",,62,"Fantasy, Comedy",FR,5.182,0,0,2.3162,5.182,12
1310311,NJPW G1 Climax 25: Day 15,2015-08-11,"The fifteenth night of the tournament took place at Korakuen Hall in Tokyo, Japan on August 11, 2015.",,152,,,0.0,0,0,3.7159,0.0,0
345323,Unity,2015-08-12,"Despite the advent of science, literature, technology, philosophy, religion, and so on -- none of these has assuaged humankind from killing one another, the animals, and nature. UNITY is a film about why we can't seem to get along, even after thousands and thousands of years.",Human. Animal. Tree. Make the Connection.,99,Documentary,US,7.5,0,0,1.3555,7.5,33
1206241,Forbidden Love,2015-08-11,"A bisexual serial killer meets Sue, a drug addict, who changes his life forever.",,12,,,0.0,0,0,0.0143,0.0,0
351189,The Fear,2015-08-12,"Gabriel, a young soldier, is sent to the Western Front in 1914. He experiences the hell of the trenches and the devastating effects that fear has on all the troops. He comes out alive after this horrendous experience, full of rage and fire, and discovers his own humanity.",,93,"History, Drama, War","FR, FR, FR, CA, CA",5.45,0,0,2.4864,5.45,20
348890,The Sky Trembles and the Earth Is Afraid and the Two Eyes Are Not Brothers,2015-08-12,"Shooting against the staggering beauty of the Moroccan landscape, from the rugged terrain of the Atlas Mountains to the stark and surreal emptiness of the desert, with its encroaching sands and abandoned film sets, a director abandons his own film set and descends into a hallucinatory, perilous adventure of cruelty, madness and malevolence. A Paul Bowles story combined with observational footage forms a multi-layered excavation into the illusion of cinema itself.",,95,"Drama, Fantasy",,7.3,0,0,0.1889,7.3,7
317941,Dodo,2015-08-12,"Is a thriller that mixes different genres and styles, from comedy to Mexican wrestling films. It follows the story of a cop with a reputation for being an idiot who jumps on the trail of a missing girl, discovering that his best friend is involved. Along the way they encounter a series of strange characters, typical inhabitants of Mexico City. Everything takes place in a day, from morning to night.",,87,,,5.0,0,0,0.1112,5.0,2
1143451,The Boy with Giant Hands,2015-08-11,A documentary on Channel 5,,0,Documentary,"GB, GB",0.0,0,0,0.7714,0.0,0
354141,The Love Affair,2015-08-12,"Often in the backseat and a second priority to her partner, a lawyer decides to end her relationship and focuses on herself with a help of a man out of her league.",Does getting hurt give you the right to hurt back?,125,"Drama, Romance",PH,4.7,0,0,1.731,4.7,7
1414474,Meat Saga,2015-08-11,"In a world where every character is made up of raw, uncooked meat, the Fowlers are your stereotypical, wholesome TV family.",There will be meat...,2,"Comedy, Animation",,0.0,0,0,1.7415,0.0,0
353099,Blood on the Coal,2015-08-12,"A story of struggle and tragedy, the film features harrowing underground disasters, heroic rescues and traces a history of strikes, industrial turmoil and the current push by global mining giants to destroy regional communities and replace local mineworkers with a subservient itinerant workforce.",The Story of the Queensland Miners.,103,Documentary,,7.5,0,0,0.0363,7.5,1
1187793,El Chef Del Mar,2015-08-11,,,0,Documentary,,0.0,0,0,0.0071,0.0,0
1482929,Sympho-Noir,2015-08-11,"A bride is apparently on the run from an assassin, when she stumbles into a world she hasn`t considered.",,9,"Music, Mystery",,0.0,0,0,0.1648,0.0,0
354431,Kid,2015-08-12,"Inspired by Jorge Luis Borges’ The Disinterested Killer Bill Harrigan, Garoto follows a young couple who find themselves in an enchanted place where they experience an amorous and spiritual adventure.",,77,Drama,"BR, BR",6.2,0,0,1.1636,6.2,14
353725,Our Loved Ones,2015-08-12,"1978. In a small village in Bas-St-Laurent, Guy’s tragic death is a shock for the Leblanc family. For many years, the real cause of his death is kept hidden from some members of the family, including his son David. The latter in turn starts his own family with his wife Marie. He lovingly raises his children Laurence and Frédéric, but deep within him harbours a persistent melancholy.",,102,Drama,CA,6.9,0,0,0.2652,6.9,9
1213695,Cold War Peacemaker: The Story of the Convair B-36,2015-08-11,"Cold War Peacemaker is the amazing and unique story of the development of the B-36 very-long-long-range nuclear bomber. From its beginnings during WWII, through construction in a former wild-west cattle town and deployment into the Cold War, the story of the Convair B-36 and how it intimidated the Soviet Union is a fascinating study in politics and technology. In Cold War Peacemaker, experience life during the Cold War as your parents and grandparents lived it and discover and understand how the Convair B-36 played a vital role in saving the free world from communist domination.",,53,Documentary,,0.0,0,0,0.25,0.0,0
340677,I.T.,2016-09-09,"Mike Regan is a successful, self-made man who has it all: a gorgeous wife, a beautiful teenage daughter and a sleek, state-of-the-art “smart home”. But he soon finds himself in a deadly, high-stakes game of cat-and-mouse when his I.T. consultant, Ed, starts using his skills to stalk Mike’s daughter and endanger his family, his business, and his life. In a world where there is no privacy, and personal secrets can go viral by the click of a mouse, Mike needs to rely on his old connections to defeat a new kind of nemesis.",Your life is not secure.,96,Thriller,"IE, US, FR, FR, US, , FR, US",5.4,0,13000000,3.0257,5.4,653
270774,Skiptrace,2016-07-21,A detective from Hong Kong teams up with an American gambler to battle against a notorious Chinese criminal.,Ready. Set. Panic.,107,"Action, Adventure, Crime, Comedy",", , , , , , US",5.7,58500000,32000000,3.5714,5.7,722
407655,A Cinderella Story: If the Shoe Fits,2016-08-02,A contemporary musical version of the classic Cinderella story in which the servant step daughter hope to compete in a musical competition for a famous pop star.,A magical musical treat for the dreamer in all of us.,92,"Comedy, Family, Fantasy, Music","US, ZA",7.19,0,0,3.6331,7.19,844
322240,Nine Lives,2016-08-03,A stuffy businessman finds himself trapped inside the body of his family's cat.,His life just got put on paws.,86,"Fantasy, Comedy, Family","CN, FR",5.771,57814445,30000000,2.8585,5.771,1094
377263,Frantz,2016-09-07,"In the aftermath of WWI, a young German who grieves the death of her fiancé in France meets a mysterious French man who visits the fiance’s grave to lay flowers.",,113,"History, Drama, Romance","FR, FR, FR, DE",7.356,7478354,0,1.8783,7.356,714
393729,Divines,2016-08-31,"In a ghetto where religion and drug trafficking rub shoulders, Dounia has a lust for power and success. Supported by Maimouna, her best friend, she decides to follow in the footsteps of Rebecca, a respected dealer. But her encounter with Djigui, a young, disturbingly sensual dancer, throws her off course.",,105,Drama,"FR, FR",7.693,0,2791874,1.0553,7.693,666
374617,Imperium,2016-08-19,"Nate Foster, a young, idealistic FBI agent, goes undercover to take down a radical white supremacy terrorist group. The bright up-and-coming analyst must confront the challenge of sticking to a new identity while maintaining his real principles as he navigates the dangerous underworld of white supremacy. Inspired by real events.",Defend your nation. Become your enemy.,109,"Crime, Drama","US, US, US, US, ",6.468,302109,0,4.0478,6.468,1424
411009,Amanda Knox,2016-09-10,"This gripping, atmospheric documentary recounts the infamous trial, conviction and eventual acquittal of Seattle native Amanda Knox for the 2007 murder of a British exchange student in Italy.","Either I'm a psychopath in sheep's clothing, or I am you.",92,"Documentary, Crime",DK,6.63,0,0,1.5201,6.63,570
283552,The Light Between Oceans,2016-09-02,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from an adrift rowboat.,Love demands everything,133,"Drama, Romance","US, IN, US, GB, US",7.1,25975621,20000000,1.7142,7.1,1380
413279,Team Thor,2016-08-28,Discover what Thor was up to during the events of Captain America: Civil War.,,3,"Comedy, Science Fiction",US,7.247,0,0,1.2169,7.247,553
525686,My Cousin the Sexologist,2016-07-20,"Two cousins began to discover their sexuality together in adolescence and they reunite after ten years: he only recently returned to bachelorhood, and she returned from Buenos Aires, where she opted to specialize in Sexology.",,104,"Comedy, Drama",,6.793,35749,15000,2.4326,6.793,518
339408,The Birth of a Nation,2016-09-09,"Nat Turner, a former slave in America, leads a liberation movement in 1831 to free African-Americans in Virginia that results in a violent retaliation from whites.",The Untold Story of Nat Turner,120,Drama,"US, CA, US, US, US, US, US, US, US, US, US, US, CA, US",6.562,15861566,8500000,1.2138,6.562,544
315011,Shin Godzilla,2016-07-29,"When a massive, gilled monster emerges from the deep and tears through the city, the government scrambles to save its citizens.  A rag-tag team of volunteers cuts through a web of red tape to uncover the monster's weakness and its mysterious ties to a foreign superpower.  But time is not on their side - the greatest catastrophe to ever befall the world is about to evolve right before their very eyes.",A god incarnate. A city doomed.,120,"Action, Science Fiction, Horror","JP, JP",7.219,78053145,15000000,9.0445,7.219,1439
351339,Anthropoid,2016-08-12,"In December 1941, Czech soldiers Jozef Gabčík and Jan Kubiš parachute into their occupied homeland to assassinate Nazi officer Reinhard Heydrich.",Resistance has a code name,120,"History, Thriller, War","FR, CZ, GB, US",7.139,4600000,0,3.5031,7.139,1080
352492,XOXO,2016-08-26,"XOXO follows six strangers whose lives collide in one frenetic, dream-chasing, hopelessly romantic night.",Eat. Sleep. Rave. Repeat.,92,"Music, Drama",US,5.955,0,0,2.0436,5.955,595
348893,Boyka: Undisputed IV,2016-08-01,"In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude.",Boyka is back!,87,"Action, Drama, Thriller",BG,7.158,413334,0,12.807,7.158,1391
284564,31,2016-09-15,"Five carnival workers are kidnapped and held hostage in an abandoned, Hell-like compound where they are forced to participate in a violent game, the goal of which is to survive twelve hours against a gang of sadistic clowns.",Welcome to hell.,102,"Horror, Thriller","US, US, GB, US, US",5.435,850419,1500000,3.2557,5.435,820
407559,I Am the Pretty Thing That Lives in the House,2016-09-10,A young nurse takes care of an elderly author who lives in a haunted house.,In the middle of life and death...,89,"Horror, Mystery","CA, CA, US",4.6,0,0,1.0982,4.6,589
390497,Tunnel,2016-08-10,"A man is on his way home when the poorly constructed tunnel he is driving through collapses, leaving him trapped leaving himself for the unexpected whilst emergency services struggle to help.","When all collapsed, only hope remained.",126,"Thriller, Drama","KR, KR",7.302,52444295,1000000,3.2361,7.302,613
375794,"No manches, Frida",2016-09-02,"After being released from prison, Zequi, a bank robber, sets out to recover money buried by his accomplice; but is horrified to learn that a high school gymnasium is now over the site where the loot is hidden.",,100,Comedy,"US, US, MX, US, , DE, DE",7.684,23500000,5000000,4.9108,7.684,925
369936,Darling 2,2016-04-01,"A group of friends goes to a hill station to unwind, but one of them gets possessed by a ghost turning the holiday into a nightmare.",,117,"Comedy, Drama, Horror",", IN, ",4.3,0,0,3.8597,4.3,3
448340,A Teachable Moment,2016-04-08,"Henry lies at the side of the road, bleeding out from a gunshot wound. A young mother with a bizarre sense of appropriate uses his final moments as a teachable lesson for her 6 year old son.",,9,"Comedy, Drama",,5.0,0,0,3.9369,5.0,1
336455,Viral,2016-02-18,"Following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister.",Fear what's inside,86,"Drama, Horror, Science Fiction",", US, US, US, ",5.6,551760,0,3.9444,5.6,532
401798,The Kid from the Big Apple,2016-03-10,"Sarah, raised in New York, visits Malaysia for the first time and learns why her grandfather, Gen, and mother, Sophia, have not seen each other since she was born, and why they care so much about their cultural traditions.",,120,"Family, Drama",", ",6.7,0,0,3.9554,6.7,6
380061,Cameron Esposito: Marriage Material,2016-03-24,"For her bachelorette party, purveyor of fine jokes, Cameron Esposito, decided to go a different route - making people pay to see her stand up and tell jokes for her first special. Now she's got your attention and she's got some harsh truths for you, discussing topics such as marriage equality and gun control to the secrets of a women's locker room. You'll love her! After all, she's Marriage Material.",,70,Comedy,"US, US",6.4,0,0,3.8363,6.4,7
264759,Hillsborough,2016-04-15,"A look at the April 15, 1989 tragedy at Hillsborough Stadium in Sheffield, England, where a stampede in the stadium's standing-room-only areas killed 96 people and injured 766. The film also examines the ongoing efforts of victims' families to seek truth and justice, as well as tangible effects on English football, including stadium upgrades and the emergence of the English Premier League.",When a game turned into disaster,120,Documentary,"US, GB, GB, US",8.8,0,0,3.8121,8.8,15
388733,Aagam,2016-03-18,"An ambitious youngster who feels very strongly about brain drain, gets embroiled in a conspiracy, which borders on what they call, knowledge terrorism.",,116,"Thriller, Crime",,3.0,0,0,3.9249,3.0,2
263341,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016-02-18,"A story of lost love, young love, a legendary sword and one last opportunity at redemption.",The past returns with a vengeance.,103,"Action, Adventure, Drama","US, US, ",6.163,38659039,20000000,3.9925,6.163,682
393132,Dying to Be Loved,2016-04-16,"Jill Yates' daughter Emily takes up with bad boy Gary, whose violent behavior lands him and Emily in trouble. To avoid prison, Gary and Emily appear to commit a double suicide, but Jill sets out to prove Gary has gone on the lam, taking Emily with him.",,85,"TV Movie, Thriller",", CA",4.25,0,0,4.0818,4.25,14
369823,Hello Naan Pei Pesuren,2016-04-01,A thief steals the mobile phone of an accident victim not realising that her ghost now resides in the device.,,110,"Drama, Comedy, Horror, Romance",IN,4.7,0,0,3.8504,4.7,10
301348,Elvis & Nixon,2016-03-22,"In 1970, a few days before Christmas, Elvis Presley showed up on the White House lawn seeking to be deputized into the Bureau of Narcotics and Dangerous Drugs by the President himself.","On December 21st, 1970, two of America's greatest recording artists met for the first time.",86,"Drama, Comedy, History",", US, GB, , US, ",5.966,1100000,5000000,3.9067,5.966,427
554119,Dreamcatcher,2016-03-18,"A sexual discovery story of a young woman, Anne, who must first learn to love herself before loving someone else.",,20,Drama,US,3.2,0,0,3.9206,3.2,2
345454,Mapla Singam,2016-03-11,Youngsters belonging to two rival factions in a village fall in love with each other. Will this romance add fuel to the enmity or result in peace?,,130,"Action, Comedy, Romance",IN,4.9,0,0,4.0956,4.9,5
362101,Lowlife Love,2016-04-02,"Tetsuo is a lowlife. A film director with a small indie hit many years back, yet he has never gotten any further as he refuses to go against his 'artistic integrity'.",,110,"Drama, Romance",,6.1,0,0,3.899,6.1,30
455272,Zubaan,2016-03-04,"A young boy wants to become a big shot but after seeing the bad things involved he instead chooses to pursue his passion that is singing, similar to his father.",Find Your Music,118,"Drama, Music",", IN",7.0,0,0,4.0247,7.0,3
401917,The Black Devil and the White Prince,2016-02-27,"Yū Akahane moves to a dormitory room after her father's transfer from work. She is excited that she will live in the same dorm as Takumi Shirakawa, aka ""White Prince."" Yet, Haruto Kurosaki, aka ""Black Devil"", kisses her as punishment for going against him. It is Yū Akahane's first kiss. Since then, she becomes obedient to Haruto Kurosaki.",,93,"Comedy, Romance","JP, JP, JP, JP, JP, JP, JP, JP, JP, JP",7.583,0,0,3.8791,7.583,102
