id,title,release_date,overview,tagline,runtime,genres,origin_country,rating,revenue,budget,popularity,vote_average,vote_count
842194,The Kweenz of Kelston,2014-11-20,"A short documentary following The Kweenz, a group of fa'afafine, transgender and takatapui students that attend an all-boys high school in Auckland, as they compete in an inter-school talent contest.",,15,Documentary,,0.0,0,500,0.0466,0.0,0
1250952,Resta Con Me,2014-11-20,,,0,"Drama, Comedy",,8.0,0,900,0.0643,8.0,1
1255688,Ballast - São Pedro Hotel Stories,2014-11-20,"The short documentary explores the history of the old, and apparently forgotten, São Pedro Hotel, a historic landmark from the golden age of Iracema Beach (Fortaleza, Brazil), through the memories of those who lived or had some connection with the building.  Despite using the building as a congregating element of the different stories exposed in the film, its protagonists are the memories and stories of those who became emotionally involved with the building.  These memories, as well as the ballast with the same name as the title, serve as support for the ""building-ship"" that is slowly sinking.",,0,Documentary,,0.0,0,0,0.0,0.0,0
725619,Vanuatu Women's Water Music,2014-11-20,"From the remote, islands of Vanuatu, comes an extremely unique and rarely seen tradition, water music.",,57,"Documentary, Music",,0.0,0,0,0.0071,0.0,0
311029,Climbing to Spring,2014-06-14,"Toru grew up in alpine countryside around Mount Tate. As a child, he resented the yearly trek up the mountain with his father to prepare their mountain hut for the summer season of climbers. When Toru grows up, he leaves his hometown and enters the working world as a stock trader. One day, Toru receives word that his father has passed away. He returns to Mount Tate once again, and becomes conscious of a new calling. But, does Toru have what it takes to follow in his father’s footsteps?","An alpine story of family, determination and destiny.",116,Drama,"JP, JP, JP, JP, JP",8.3,800000,0,2.6805,8.3,7
277190,Secrets of War,2014-07-03,"Tuur and Lambert are best friends. But the war is closing in and is about to change their lives forever. Tuurs dad joined the resistance and even his big brother seems so be part of it. Lamberts family on the other hand choose to obey the Germans. Then a new girls from the city shows up, befriending the boys but telling her secret to only one of them. A choice that separates the boys and ultimately gets her in trouble.",,95,"War, Family, Drama, History","NL, NL, LU, BE, , NL",6.664,1387956,0,1.3257,6.664,73
371507,Locust,2014-06-25,"The innocent summer affair began as a love story between two young people. Lera and Artem could not break it off, as well as they didn`t have enough of faith, patience and desire to overcome all the obstacles on their life path. The Locust Generation wants to have all at once. The Locust generation will sweep everything on its way. The affair began as a naive young love and passion will turn into a series of bloody assassinations.",Never Tear Us Apart,118,"Crime, Drama, Thriller","RU, RU",5.8,467363,0,0.5194,5.8,48
240341,Ghost in the Shell: Arise - Border 3: Ghost Tears,2014-06-28,"Posing as lovers on vacation, Motoko and Batou work to try to stop a terrorist organization whose symbol is the Scrasath. Meanwhile, Togusa investigates a murder of a man who possessed a prosthetic leg manufactured by the Mermaid's Leg corporation.",,59,"Action, Animation, Science Fiction","JP, JP, JP, JP, JP",6.8,240470,0,3.4888,6.8,158
1130312,Night Mail,2014-06-20,"Situ Minghao (played by Ren Quan) and Zhao Yong (played by Qiao Renliang) are colleagues and friends who work in the same magazine. The two have known each other for many years and their friendship is very strong. Recently, they focused the magazine on a human organ reselling case. During the investigation and evidence collection, Zhao Yong disappeared unexpectedly. What awaited Situ Haoming afterwards was the news of Zhao Yong's death. What Situ Minghao didn't expect was that Zhao Yong's death was not the end. Not long after the tragedy happened, the staff of the magazine began to receive death emails from Zhao Yong one after another. What's even more frightening is that those who received the mail really died one after another. The shadow of death hangs over the entire magazine, and everyone is secretly guessing who is the next target of the terrorist killer, and who is that killer.",,90,"Mystery, Crime, Horror",,0.0,909672,0,1.3174,0.0,0
271331,United Passions,2014-06-19,"An epic, untold story that brings to life the inspiring saga of the World Cup and the three determined men who created it. Driven by their vision and passion, three men, overcame their doubts and fought obstacles and scandals to make the World Cup a reality. Spanning the tumultuous 20th Century, this timeless saga celebrates the event that became the most popular sporting event in the world.",Every dream has its own rules,110,Drama,"FR, ",3.316,168832,30000000,0.5277,3.316,57
292625,The Swimmers,2014-08-07,"After falling pregnant to her boyfriend's best friend, a young woman commits suicide. She returns to haunt her unborn child's father while her friend seeks revenge on the person who drove her to her fate.",Underwater no one can hear you scream.,115,"Drama, Horror",TH,6.1,2509063,0,2.5266,6.1,49
110416,Song of the Sea,2014-06-23,"The story of the last Seal Child’s journey home. After their mother’s disappearance, Ben and Saoirse are sent to live with Granny in the city. When they resolve to return to their home by the sea, their journey becomes a race against time as they are drawn into a world Ben knows only from his mother’s folktales. But this is no bedtime story; these fairy folk have been in our world far too long. It soon becomes clear to Ben that Saoirse is the key to their survival.",Let the song of the sea sway your heart...,94,"Family, Animation, Fantasy","IE, LU, BE, FR, DK, IE, BE",8.005,857522,0,2.2484,8.005,1491
197696,Welcome to New York,2014-08-07,Mr. Devereaux is a powerful man. A man who handles billions of dollars every day. A man who controls the economic fate of nations. A man driven by a frenzied and unbridled sexual hunger. A man who dreamed of saving the world and who cannot save himself. A terrified man. A lost man.,Do you know who I am?,125,Drama,"US, FR",5.167,324253,0,0.8269,5.167,132
267999,White God,2014-06-12,"13 year old Lili fights to protect her dog Hagen, and is devastated when her father sets Hagen free on the streets. Still innocently believing love can conquer any difficulty, Lili sets out to save her dog. Failing in his desperate efforts to find his beloved owner, Hagen joins a canine revolt leading a revolution against their human abusers.",The unwanted will have their day.,121,Drama,"HU, HU, DE",6.645,616277,2200000,1.0498,6.645,349
199575,These Final Hours,2014-07-31,"What would you do on the last day on Earth?  With the end of the world only hours away, the self-absorbed James heads to the ultimate party-to-end-all-parties. On his way there, he saves the life of a young girl named Rose who is searching desperately for her missing father. This simple act sets James on a path to redemption.",It's never too late to find someone worth living for.,87,"Science Fiction, Drama, Thriller",", US",6.482,360000,2500000,0.9562,6.482,580
244267,I Origins,2014-07-18,A molecular biologist's study of the human eye has far-reaching implications about humanity's scientific and spiritual beliefs.,,106,"Science Fiction, Drama",", , , ",7.583,481234,1000000,4.5986,7.583,3321
278408,Manglish,2014-07-29,"Malick Bhai is a fish auctioneer, who is a familiar face in Cochin harbour. A foreigner girl Michelle  enters his life. She comes to India with some motives and Malick Bhai decides to help her.",,145,Comedy,IN,4.0,670000,0,2.8463,4.0,5
276935,Ek Villain,2014-06-27,An ex-gangster re-enters the world of violence after his pregnant wife is murdered and torments the killer by capturing and releasing him again and again.,There's one in every love story,129,"Romance, Action, Crime, Thriller",IN,6.525,1278108,0,3.0773,6.525,158
290229,My Hawaiian Discovery,2014-06-14,"Minori Oyamada, a put-upon editor at a travel-guide publishing company, is asked by an old friend to plan her forthcoming wedding party in Hawaii. After persuading her boss that it will be a work trip, Minori departs for Hawaii with the intention to find and marry a rich man. But when Minori arrives, she encounters three different men who complicate her original goal...",,119,"Comedy, Romance, Adventure","JP, JP, JP",3.5,195000,0,1.5219,3.5,3
330705,Sultanat,2014-07-29,The movies follows conspiracies against Aslam Bhai through which he has to save his family and honor.,,150,"Action, Drama, Romance",,8.8,220000,0,1.9589,8.8,2
192145,Third Person,2014-06-20,"An acclaimed novelist struggles to write an analysis of love in one of three stories, each set in a different city, that detail the beginning, middle and end of a relationship.",Life can change at the turn of a page.,137,"Drama, Romance","BE, , , DE, , IT",5.891,1749201,28000000,1.4628,5.891,617
1179876,Nirahua Hindustani,2014-06-26,Sona marries Nirahua in order to inherit her father's estate. Her intent to divorce afterwards is foiled when she falls in love with him.,,167,"Action, Romance, Comedy",", ",0.0,1700000,0,1.315,0.0,0
283739,The Grad Job,2014-07-09,"Teenagers, in their last year of High School, steel the subjects of the Baccalaureate from the education exam division in order to succeed at the exam.",,97,Comedy,", FR, FR, BE, FR",5.31,2127299,0,1.7539,5.31,116
528419,Bindaas,2014-07-25,Kajol (Sayantika Banerjee) became friends with Abhimanyu aka Abhi (Dev) after the later saves the former from some goons in Italy. But one day she asks Abhi to leave her and go as she cannot stand the separation from him if their relationship develops any further.,,160,"Action, Comedy, Drama, Romance",IN,0.0,910000,414000,2.4277,0.0,0
262165,The Unwanted,2014-03-31,"Carmilla comes to a rural town where her mother mysteriously disappeared years earlier. She is aided in her quest by an emotionally troubled local girl, with whom she becomes romantically involved. Their relationship ignites the wrath of the girl's father, who holds the key to the dreadful truth Carmilla is seeking. Inspired by Joseph Sheridan Le Fanu's famed Gothic novella.",There's a new girl in town,95,"Drama, Horror, Mystery",", ",3.6,0,100000,3.91,3.6,24
272610,Black Rose,2014-04-17,A Russian Police Major is enlisted by the LAPD to help solve a series of gruesome murders perpetrated against young women by a sadistic sociopathic killer on the mean streets of Hollywood.,Russian In USA,83,"Action, Crime, Drama, Thriller","RU, ",2.8,855450,7000000,3.8188,2.8,28
260770,Inam,2014-03-28,"Rajini, a Sri Lankan Tamil girl, narrates the horrific tale of why she had to leave her homeland and become a refugee in India.",A Story from Ceylon,123,"Drama, War",IN,6.5,0,0,3.7484,6.5,2
262476,Ulidavaru Kandanthe,2014-03-28,"Malpe, a small fishing town on the Arabian Coast. Located 6 kms to the west of the temple town, Udupi. Malpe's beaches are washed clean everyday by the sea. The waves ensure that nothing gets left behind on the sands. But then, the waves cannot reach everything. It is the time of the year when Udupi and its surroundings are decked up to celebrate Sri Krishna Janmaashtami. Men and children walk the streets dressed up as characters from mythology. Teams painted as tigers are seen dancing to drum beats all around the town. But violence seems to be brewing in Malpe this Krishna Janmaashtami.",,154,"Romance, Drama, Thriller",,7.739,0,0,3.9876,7.739,23
187596,Walk of Shame,2014-05-02,"A reporter's dream of becoming a news anchor is compromised after a one-night stand leaves her stranded in downtown L.A. without a phone, car, ID or money - and only 8 hours to make it to the most important job interview of her life.",Awesome night. Epic aftermath.,95,Comedy,"US, US, US",5.965,8100000,6000000,3.8182,5.965,1466
1093703,Eric im Nachtverkehr,2014-04-15,"Featurette with actor Eric Falk about the making of Jess Franco's ""Mädchen im Nachtverkehr"".",,11,Documentary,CH,0.0,0,0,3.7627,0.0,0
171372,Frank,2014-05-09,A young wannabe musician discovers he has bitten off more than he can chew when he joins an eccentric pop band led by the mysterious and enigmatic Frank.,"When you think you've gone far enough, go farther.",95,"Comedy, Drama, Mystery","GB, IE, GB, GB, GB, IE",6.867,1897363,1000000,3.7472,6.867,1654
1289656,A Man for All Seasons,2014-05-08,Directed by Bahman Farman Ara.,,0,Drama,,0.0,0,0,3.8666,0.0,0
330995,Flutter,2014-04-04,"With her husband away indefinitely, a young mother struggles to nurture her son in the face of poverty, isolation and incarceration. FLUTTER explores the truest love on earth-the love of a mother and child.",An unconditional Love Story,96,Drama,"US, , ",5.9,0,0,3.7646,5.9,6
262699,Oru Kanniyum Moonu Kalavaanikalum,2014-04-04,"Tamizh and his two friends are offered a huge sum of money by businessman Hippie Lahiri to kidnap Isha, who, incidentally, happens to be Tamizh's lover, on her wedding day. Will they be able to pull it off? Or, are there divine forces at play here?",,141,"Comedy, Romance",,7.5,0,0,3.8462,7.5,2
262009,In the Crosswind,2014-03-28,"June 14, 1941, 3 a.m. Over 40000 people from Estonia, Latvia and Lithuania are deported by Soviets to Siberia. Among them is a philosophy student Erna, a happily married mother of a little girl. Separated from her husband, Erna and her daughter are dispatched together with other women and children to remote Siberian territories. Despite hunger, fear and brutal humiliation Erna never in next fifteen years loses her sense of freedom and hope of returning to homeland.",,86,"Drama, History","LV, EE",7.1,0,650000,3.722,7.1,44
271029,Timeline,2014-05-07,"Tan is expected to be like his dad but he would rather escape the narrow confines of his mother's world. His dreams look like they are coming true when he meets June, a free spirit who knows what she wants from life.",How long will one love last?,135,"Drama, Romance",TH,6.8,0,0,3.8523,6.8,6
481250,Boss I Love You!,2014-03-27,"This short film explores same-sex attraction within the context of power relationships in contemporary China where oppression stems from the socio-economic inequality that leaves the disenfranchised pining for what they cannot have, as a young chauffeur finds himself attracted to his contemptuous and callous boss – without a single word being exchanged between the two men.",,30,,,0.0,0,0,3.673,0.0,0
242310,Rage,2014-05-09,"When the Russian mob kidnaps the daughter of a reformed criminal, he rounds up his old crew and seeks his own brand of justice.",The past never stays dead,98,"Action, Crime, Thriller",", US, US, US",5.287,2424381,15000000,3.9236,5.287,769
631516,Slovakia 2.0,2014-04-10,"What is “Slovakia”? How to explain the notion of “Slovakia” of the past 20 years to an unknown stranger, a visitor from another planet? What is the genetic makeup or the software for “Slovakia”? How to use it? How does it change?  Slovakia 2.0 is a film about twenty years of independent Slovakia as seen from the perspective of ten film directors. It is composed of ten 10-minute films of different genres ranging from drama, through animation and documentaries, to experimental film. The ten recognised film directors who offer an answer to what is Slovakia include a wide range of generations, views and genres, namely Juraj Herz, Martin Šulík, Peter Kerekes, Zuzana Liová, Mišo Suchý, Ondrej Rudavský, Iveta Grófová, Peter Krištúfek, Viera Čákanyová, and Miro Jelok.",,112,"Drama, Documentary","SK, SK, SK",0.0,0,0,3.6178,0.0,0
632142,Pequeña Babilonia,2014-03-24,,,0,"Documentary, Music",,0.0,0,0,3.6829,0.0,0
249266,Small Time,2014-04-18,"Al Klein and his longtime friend, Ash Martini, own a used car lot and these two know every trick in the book when it comes to selling cars. Klein still pines for his ex-wife Barbara who left him years ago for a more successful man. After their son Freddy graduates from high school, he decides to forego college in favor of selling cars with his old man. But what’s good for Klein might not be the best thing for Freddy, as he quickly transforms from an innocent young man into a jaded car salesman, leaving Al with a tough decision to make.",Close the Deal,95,"Drama, Comedy","US, US",5.4,0,0,3.6573,5.4,31
273197,The Great Hypnotist,2014-04-29,"The famous psychologist Xu Ruining has a raising career, when he met the troublesome patient Ren Xiaoyan. The meeting is not easy as feeble-looking Ren is point by point against him.",,104,"Thriller, Drama, Mystery",CN,6.576,0,0,3.747,6.576,92
269576,From Zero to Hero,2014-04-09,"Mladen (44) Belgrade born, is a timeshare salesman at Montenegrin Holiday resort. He is having an affair with his colleague, Sonja (40), who is married to Metod (50) the chief sales manager who learns about his wife's infidelity. He assigns Mladen the toughest client - Omer, a Bosnian war veteran, who doesn't try to hide his aversion to Mladen. Everything becomes hopeless when Omer's three year old son Svendy falls over the edge of the hotel terrace and ends up in a hospital. Grim mood that prevails among the potential buyers is about to ruin the sales. Sonja and Metod blackmail Mladen to continue the sales at the hospital while Omer and his wife are waiting for their son's operation.",,94,"Romance, Comedy, Drama","ME, RS, ME, GB",4.9,0,0,3.8882,4.9,7
292777,Flower & Snake: Zero,2014-05-17,"Misaki Amemiya is an assistant inspector for the Metropolitan Police Department's Community Safety Bureau who becomes ensnared in a trap while investigating a mysterious illegal video website called ""Babylon"". Soon, she's bound and tortured along with Shizuko and an oversexed housewife named Ruri.",,113,"Mystery, Thriller, Drama, Horror",JP,6.175,0,0,3.7235,6.175,40
1517142,The Traitresses,1990-02-01,"A film dedicated to the women who spent many years in ALZhIR (Akmolinsk Camp for the Wives of Traitors to the Motherland). Stalin's terror reduced their young lives to hard labor. Actress Kseniya Kozmina, who served time in ALZhIR, decides to meet with the former leadership of the camp.",,69,Documentary,SU,0.0,0,0,0.0621,0.0,0
1503965,The King's Messenger,1990-03-12,"A martial artist, his friend, and their guide meet poachers and headhunters in a lost valley.",,81,,,0.0,0,0,0.0832,0.0,0
1487141,Medical History,1990-02-26,"Footsteps are heard in the hospital at night. The door of the ward. An officer lies here, shell-shocked at the front. He received a certificate that he was under the protection of a doctor and no one could take him. And so he lies and remembers...",,40,"Drama, TV Movie",SU,0.0,0,0,1.2542,0.0,0
258136,Fear of Scandal,1990-03-05,The beauty and the attractiveness of her lover prevent a professional from getting the promotion that has always been coveted. Then a ferocious killer attentive to the woman's life.,,0,Thriller,,6.0,94,0,1.1119,6.0,2
1521149,Fidlovačka aneb Žádný hněv a žádná rvačka,1990-02-11,,,0,"Comedy, Music",XC,0.0,0,0,0.1172,0.0,0
1492102,Der Test,1990-01-30,How do you become a Frankfurter?,,4,,,0.0,0,0,0.1202,0.0,0
1529043,Sestra Amáta,1990-02-08,,,0,"Drama, Romance",XC,0.0,0,0,0.0264,0.0,0
1492484,The Stone,1990-01-20,"A man has a huge rock he wants to give away for free, but who deserves to get it?",,0,,,0.0,0,0,0.0071,0.0,0
1517265,Al-nassab wal-Kalb,1990-03-05,A gang that smuggles drugs and currency uses a ferocious dog to get rid of its enemies. A professional conman and his friend join the gang and the police try to recruit them.,,0,,,0.0,0,0,3.0889,0.0,0
1511763,The Frog and the Snake,1990-01-30,"Tired of being teased by his friends, a young frog leaves his home. He soon meets a snake who is very eager to make his acquaintance.",,9,Animation,SU,0.0,0,0,0.0261,0.0,0
1520753,The Belkin Tales: The Undertaker,1990-02-01,"During an anniversary dinner, an undertaker is offended when someone jokingly offers a toast to the health of his customers. He claims that he will hold a house-warming party with his customers instead of his neighbors, only to find out later that his invitation has been accepted.",,48,"Drama, Thriller, TV Movie",SU,0.0,0,0,0.045,0.0,0
1526008,From Rain to Rain,1990-02-01,A couple's happiness is put in jeopardy due to unsolicited advice.,Based on a Korean fairy-tale.,10,"Animation, Family",SU,0.0,0,0,0.3962,0.0,0
1508668,An Old Fable,1990-02-01,"In a hunger-stricken village, a hunter has to find a way to keep his beloved eagle alive. Based on a Kyrgyz fairy-tale.",,6,Animation,SU,0.0,0,0,0.0362,0.0,0
1514126,Democracy News,1990-02-20,"On February 12 1990 the freshly established Union of Democratic Forces (SDS/СДС) launches Bulgaria's newest daily publication - ""Democracy"". Atanas Kiryakov documents the fledgling independent press office as dream turns into reality, the first issue is printed and crowds flock to buy it.",,16,Documentary,,8.0,0,0,0.07,8.0,1
1492099,FRANKFURT oder FRANKFURT,1990-01-30,"A city introduces itself. With its squares, buildings, streets and people.",,3,,,0.0,0,0,0.0261,0.0,0
1492096,Atlas,1990-01-30,"Atlas, when he was holding the sky and thought he could no longer carry it, asked the gods to release him from his heavy burden.",,4,,,0.0,0,0,0.0,0.0,0
1498603,Intifada- Auf dem Weg nach Palästina,1990-02-15,,,0,Documentary,,0.0,0,0,0.0,0.0,0
1480916,สวรรค์ชั้น 7,1990-02-14,,,0,Drama,,0.0,0,0,1.2936,0.0,0
1498181,The Bombing of Pan Am 103,1990-01-23,"Frontline profiles the efforts of the surviving families of the 270 people killed in the terrorist bombing of Pan Am Flight 103 over Lockerbie, Scotland, in December 1988, to seek justice for their loved ones. The families' crusade focuses attention on issues of airline and airport security, on the lack of coordination between international police and intelligence services, and on whether the US government has the will and means to respond effectively against terrorists and the countries that support them.",,58,Documentary,,0.0,0,0,0.0193,0.0,0
1485162,Swan Song,1990-03-18,"Oleg Borisov’s benefit performance. The plot of this televised stage production is based on Anton Chekhov’s dramatic sketch Swan Song, which tells the story of an aging actor’s fate. As the performance unfolds, the actor recalls some of his past roles in various productions based on the works of Ostrovsky, Griboyedov, Shakespeare, and Gogol. He also recites poems by Pushkin and sings a song by Okudzhava.",,80,"Drama, TV Movie",SU,0.0,0,0,0.773,0.0,0
60190,Beyond Darkness,1990-07-31,"A priest and his family move into a new house, without knowing that it was built over the place where twenty witches were burnt at the stake.",,93,"Horror, Thriller",", IT",4.473,0,0,0.937,4.473,37
85559,Archangel,1990-09-01,"At the height of the October Revolution during the 1919 allied intervention in Arkhangelsk, the exploits of one-legged Canadian soldier Lt. John Boles are told, after he is taken in from the cold by a dysfunctional Russian family and mistakes a local woman for his presumed dead lover.",A Tragedy of the Great War,82,"War, Romance, Drama",", , , CA, , CA, CA",5.592,0,0,0.8869,5.592,50
209674,Next Door,1990-09-14,An old square-headed man tries to watch TV while a little girl makes a playful ruckus outside.  Preserved by the Academy Film Archive in 2006.,,3,Animation,,6.532,0,0,0.4658,6.532,32
138960,"Look Out, Officer!",1990-07-27,"After police officer Piao is murdered, his soul cannot be at rest for his murder has been written off as a suicide. Therefore the heavens send him back to Earth as a spirit to find his 'savior' who will help him clear his name. Hsing, a rookie officer, is the savior and in return for finding Piao's killer, Piao must get him a girlfriend and a promotion.",,91,"Action, Comedy, Crime, Fantasy",,6.1,0,0,2.7624,6.1,40
126463,Night Killer,1990-08-03,"Melanie Beck is the only surviving victim of a killer-rapist who wears a Freddy Krueger-esque mask and claw. Despite having seen the killer's face, Beck has blocked it from her memory. Becoming suicidal, she tries to kill herself on the beach but is saved by Axel, another rapist sleazeball who keeps her locked in his hotel room. All this builds to a mind blowing conclusion.",,93,"Horror, Thriller","IT, IT",5.0,0,0,2.7847,5.0,42
70247,Watchers II,1990-08-16,A genetically re-engineered dog develops a psychic link with a monster created in a lab experiment which goes awry.,Don't look back or you'll never see anything again.,101,"Horror, Science Fiction",,4.8,0,0,3.1233,4.8,35
103134,Pierino torna a scuola,1990-08-09,"Had come of age and unemployed, Peter decides to go back to school to take the elementary school. However, his academic performance continues to be poor so much so that his grandmother to play for the votes of a report card to the football pools coupon. The grandmother with the votes of Peter will win, using the amount paid to renew their tavern, without giving any money to his nephew, who will retaliate by closing all his family in the bathrooms of the new restaurant. Eventually Peter was rejected despite the efforts of his teachers, but Peter does not seem to be over: receives, in fact, a visit to Camazzo, her neighbor and Head of the third class of the Navy, which gives him an envelope containing the fateful ""call to Arms"".",,91,Comedy,IT,5.313,0,0,1.8586,5.313,65
5796,After Death,1990-07-27,A woman goes back to the island where her parents were killed. They had been working on a cure for cancer and accidentally raised the dead by angering a voodoo priest. With the woman is a group of mercenaries and they meet up with some other researchers. They raise the dead again and all hell breaks loose,,84,"Horror, Action",IT,4.872,0,0,0.2781,4.872,86
189071,City Hunter: Million Dollar Conspiracy,1990-08-24,"Beautiful American Emily O'Hara offers the City Hunter (Ryo Saeba & Kaori Makimura) one million dollars to protect her from a man named Douglas. Ryo & Kaori take the job, but things are not quite what they seem. The real target just might be Ryo, but it's unclear who wants Saeba dead.",,48,"Action, Animation, Comedy, Thriller",JP,6.859,0,0,1.5579,6.859,32
59820,Come See the Paradise,1990-08-17,"In this drama from director Alan Parker, on-the-lam Jack McGurn flees to Los Angeles and takes a job as a projectionist at a movie theater owned by a Japanese-American man. Jack falls for the owner's daughter, Lily, but they are forced to elope to Seattle when her father forbids the relationship. The couple marry and have a daughter, but when World War II breaks out, Jack is powerless to stop his new family's forced internment.","In 1942 over 100,000 Americans were interned in prison camps. In America.",133,"Drama, Romance, History",US,6.25,0,0,2.7621,6.25,56
25501,"After Dark, My Sweet",1990-08-24,Three desperados try to kidnap a wealthy child in hope of turning their lives around.,All they risked was everything.,114,"Crime, Drama, Mystery",US,5.7,0,0,1.2574,5.7,79
36529,Metamorphosis,1990-08-07,A geneticists working on a drug to stop ageing tries it upon himself with horrendous consequences.,Witness the Change!,96,"Horror, Science Fiction",IT,4.154,0,0,2.7631,4.154,39
44281,Halfaouine: Boy of the Terraces,1990-09-14,"Twelve-year-old Noura dangles uncertainly in that difficult netherworld between childhood and adulthood. His growing libido has gotten him banned from the women's baths, where his mother took him when he was younger, but he's not yet old enough to participate in grown-up discussions with the men of his Tunisian village. Noura's only real friend is a troublemaker named Salih -- the village political outcast.",,98,"Comedy, Drama","FR, TN, ",6.4,0,0,3.6457,6.4,58
97041,"No Fear, No Die",1990-09-05,"Dah and Jocelyn come from former French colonies to coach their rooster, ""S'en fout la mort"", for an illicit cock-fight in the basement of a restaurant.",,90,Drama,"FR, FR, FR, FR, FR, FR",5.971,0,0,0.4963,5.971,34
40346,All for the Winner,1990-08-18,"Sing, a dumb, lovable mainlander with supernatural powers comes to China to visit his uncle Tat. When it's revealed that Sing can see through objects, Tat employs him as ""The Saint of Gamblers,"" and proceeds to set him loose in the gambling world.",,101,"Action, Comedy","HK, HK",6.718,0,0,3.7479,6.718,94
47271,Roger Waters: The Wall - Live in Berlin,1990-07-21,"A global television broadcast of the event in which former Pink Floyd leader singer and composer Roger Waters led an all-star cast in a mammoth benefit performance of his acclaimed concept album, The Wall. Set in Berlin, Germany less than a year after the destruction of the hated Berlin Wall, Waters was accompanied by disparate talents such as Cyndi Lauper, James Galway, Joni Mitchell and Albert Finney in the classic dark musical tale of a rock star's descent into madness and back.",,115,Music,,7.838,0,0,3.0798,7.838,34
138878,Fatal Mission,1990-07-25,A CIA Agent must rely on reluctant help from a female spy in the North Vietnam jungle in order to pass through enemy lines.,For Any Hope Of Survival ... Two Mortal Enemies Must Work Together,83,"War, Action, Adventure",,9.0,0,0,2.6877,9.0,35
58412,Tiger Cage II,1990-08-11,"An ex-cop and divorce lawyer team up with a gangster to clear their names after getting involved in a dirty money scheme led by a vicious money launderer, who plans to expand his business and wipe out anyone who stands in his way.",,96,"Action, Crime","HK, , , , , , ",6.971,818645,0,3.4796,6.971,35
34564,The Shrimp on the Barbie,1990-08-31,Carlos has failed in show-biz and currently works as a waiter in a Mexican restaurant. There he meets Alex and dumb footballer Bruce celebrating their engagement with her parents. Alex' father is less than thrilled of her fiancée and says he'd rather accept anybody else. Eventually Alex hires Carlos to present him as her new fiancée.,She's an ice-cool heiress. He's hot-to-trot. It's Desire Down Under!,90,"Comedy, Romance",,5.7,0,5500000,2.8704,5.7,36
44257,Industrial Symphony No. 1: The Dream of the Brokenhearted,1990-09-01,"After her boyfriend ends their relationship, the dreamself of a heartbroken woman floats through the air over an industrial wasteland singing ballads of love.",,50,"Music, Documentary",US,6.0,0,0,1.6557,6.0,38
9586,The Bonfire of the Vanities,1990-12-21,"After his mistress runs over a black teen, a Wall Street hotshot sees his life unravel in the spotlight; A down-and-out reporter breaks the story and opportunists clamber to use it to their advantage.","Take one Wall Street tycoon, his Fifth Avenue mistress, a reporter hungry for fame, and make the wrong turn in The Bronx...then sit back and watch the sparks fly.",125,"Comedy, Drama",US,5.6,15691192,47000000,2.0412,5.6,507
9356,Look Who's Talking Too,1990-12-14,"Mollie and James are together and raising a family, which now consists of an older Mikey and his baby sister, Julie. Tension between the siblings arises, and as well with Mollie and James when Mollie's brother Stuart moves in. Mikey is also learning how to use the toilet for the first time.",Mikey’s back and about to face his greatest challenge… his new sister.,81,"Romance, Comedy","US, US",5.478,120889074,12000000,1.4125,5.478,1417
11005,Awakenings,1990-12-04,"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.",There is no such thing as a simple miracle.,120,Drama,,7.775,52096475,31000000,4.085,7.775,2678
162,Edward Scissorhands,1990-12-07,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,Innocence is what he knows. Beauty is what she sees.,105,"Fantasy, Drama, Romance","US, US",7.7,86024005,20000000,10.7196,7.7,13305
18886,Flight of the Intruder,1991-01-18,"U.S. Navy pilot Lt. Jake Grafton and his bombardier buddy, Lt. Cmdr. Virgil Cole, are two soldiers embedded in the Vietnam War growing frustrated by the military's constraints on their missions. Despite the best efforts of their commanding officer, Cmdr. Frank Camparelli, to re-engage them, this disillusioned pair decide to take the war effort into their own hands with an explosive battle plan that could well get them court-martialed.",The only thing they can count on is each other.,115,"Action, War",US,5.7,14587732,35000000,3.3524,5.7,128
7442,Sleeping with the Enemy,1991-01-13,"A young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband.",She is a stranger in a small town. She changed her name. Her looks. Her life. All to escape the most dangerous man she's ever met. Her husband.,99,"Drama, Thriller","US, ",6.492,175000000,19000000,4.8078,6.492,1146
9585,Not Without My Daughter,1991-01-11,"An American woman, trapped in Islamic Iran by her brutish husband, must find a way to escape with her daughter as well.","In 1984, Betty Mahmoody's husband took his wife and daughter to meet his family in Iran. He swore they would be safe. They would be happy. They would be free to leave. He lied.",116,"Drama, Thriller",", US",6.632,14789113,0,3.4204,6.632,311
12157,Green Card,1990-12-23,"Urban horticulturalist Brontë Mitchell has her eye on a gorgeous apartment, but the building's board will rent it only to a married couple. Georges Fauré, a waiter from France whose visa is expiring, needs to marry an American woman to stay in the country. Their marriage of convenience turns into a burden when they must live together to allay the suspicions of the immigration service, as the polar opposites grate on each other's nerves.","The story of two people who got married, met and then fell in love.",108,"Comedy, Romance, Drama","US, AU",6.114,29888235,12500000,5.0387,6.114,503
